Patient_ID,Tumor_Barcode,Allele,Neo_Bound_Count,Self_Bound_Count,Neo_Total_Conc,Self_Total_Conc,Neo_WtMean_Stab,Self_WtMean_Stab,Binding_Threshold_Score,Concentration_Ratio_Score,Stability_Ratio_Score
Pat39,MEL-IPI_Pat39-Tumor-SM-4DK1Z,A0101,136,1910629,428.90947165436484,1.0914292180473188E7,0.1983756727214488,0.19351095171867355,Probability(7.117568094454315E-5),Probability(3.929642068907253E-5),Probability(4.028426360119585E-5)
Pat39,MEL-IPI_Pat39-Tumor-SM-4DK1Z,A0201,138,1929505,428.90947165436484,1.0914292180473188E7,0.32252855308229844,0.37393528396663345,Probability(7.151581924739446E-5),Probability(3.929642068907253E-5),Probability(3.3894330702544726E-5)
Pat39,MEL-IPI_Pat39-Tumor-SM-4DK1Z,B0801,131,1894251,428.90947165436484,1.0914292180473188E7,0.14672531527991634,0.14482780360242126,Probability(6.915183949171814E-5),Probability(3.929642068907253E-5),Probability(3.981125587087962E-5)
Pat39,MEL-IPI_Pat39-Tumor-SM-4DK1Z,B5101,139,1926414,428.90947165436484,1.0914292180473188E7,0.14974911238498123,0.1611589588889013,Probability(7.214958529560308E-5),Probability(3.929642068907253E-5),Probability(3.651438635791982E-5)
Pat39,MEL-IPI_Pat39-Tumor-SM-4DK1Z,C0701,131,1904782,428.90947165436484,1.0914292180473188E7,0.12053695878439877,0.11615388230747922,Probability(6.876954485585431E-5),Probability(3.929642068907253E-5),Probability(4.077921394529444E-5)
Pat39,MEL-IPI_Pat39-Tumor-SM-4DK1Z,C1502,135,1935147,428.90947165436484,1.0914292180473188E7,0.1778685175813801,0.1781808251199501,Probability(6.975727568385383E-5),Probability(3.929642068907253E-5),Probability(3.922754634757699E-5)
Pat41,MEL-IPI_Pat41-Tumor-SM-4DK22,A0201,697,1926362,2850.6939387815823,1.0899597441521503E7,0.38465732870859315,0.3739152454677584,Probability(3.6169105356919533E-4),Probability(2.6147282732854113E-4),Probability(2.689825702506548E-4)
Pat41,MEL-IPI_Pat41-Tumor-SM-4DK22,A2301,699,1927759,2850.6939387815823,1.0899597441521503E7,0.45532916509525545,0.254156190086263,Probability(3.624657628011603E-4),Probability(2.6147282732854113E-4),Probability(4.68340231386256E-4)
Pat41,MEL-IPI_Pat41-Tumor-SM-4DK22,B2705,685,1895846,2850.6939387815823,1.0899597441521503E7,0.1713435599619565,0.19577880991165456,Probability(3.6118576495717706E-4),Probability(2.6147282732854113E-4),Probability(2.2884574290075787E-4)
Pat41,MEL-IPI_Pat41-Tumor-SM-4DK22,B4901,691,1913423,2850.6939387815823,1.0899597441521503E7,0.19955949142271276,0.2004397174090429,Probability(3.6100253171963634E-4),Probability(2.6147282732854113E-4),Probability(2.60324874890819E-4)
Pat41,MEL-IPI_Pat41-Tumor-SM-4DK22,C0102,680,1899192,2850.6939387815823,1.0899597441521503E7,0.11731486766091037,0.11530389110465927,Probability(3.5791884926984557E-4),Probability(2.6147282732854113E-4),Probability(2.6603187418355336E-4)
Pat41,MEL-IPI_Pat41-Tumor-SM-4DK22,C0701,678,1901660,2850.6939387815823,1.0899597441521503E7,0.11855021424817154,0.11615556197806462,Probability(3.5640354132651506E-4),Probability(2.6147282732854113E-4),Probability(2.668618883162807E-4)
Pat45,MEL-IPI_Pat45-Tumor-SM-4DK26,A0201,1610,1919680,6125.689033551381,1.0869564180259116E7,0.3654891105890227,0.37397240646506597,Probability(8.379786497613583E-4),Probability(5.632460199924571E-4),Probability(5.504762212583291E-4)
Pat45,MEL-IPI_Pat45-Tumor-SM-4DK26,A2402,1607,1919717,6125.689033551381,1.0869564180259116E7,0.2325948052223348,0.20163611944955995,Probability(8.364023975133813E-4),Probability(5.632460199924571E-4),Probability(6.496691671963318E-4)
Pat45,MEL-IPI_Pat45-Tumor-SM-4DK26,B4402,1573,1877611,6125.689033551381,1.0869564180259116E7,0.2504094885380901,0.24497924816366196,Probability(8.37065449684544E-4),Probability(5.632460199924571E-4),Probability(5.75723813172289E-4)
Pat45,MEL-IPI_Pat45-Tumor-SM-4DK26,B5101,1622,1916642,6125.689033551381,1.0869564180259116E7,0.15710310966555874,0.16119215850014562,Probability(8.455561903888099E-4),Probability(5.632460199924571E-4),Probability(5.489656966942571E-4)
Pat45,MEL-IPI_Pat45-Tumor-SM-4DK26,C0501,1625,1916414,6125.689033551381,1.0869564180259116E7,0.1436609720784008,0.14383456878161227,Probability(8.472194778104095E-4),Probability(5.632460199924571E-4),Probability(5.625666099830751E-4)
